platform,platform_label,platform_status,workload,workload_label,model_active_ratio,backend,backend_label,latency_ms,ideal_latency_ms,energy_j_per_frame,latency_source,ideal_source,active_ratio_source,energy_source
agx-orin,Jetson AGX Orin,measured,fireflownet,FireFlowNet,0.249227525,tile_skip,Tile skipping,8.548918871,3.106930460,0.147517478,logs/optical_flow/tile_skip/agx-orin-30w-locked-energy-v4-full-r3/summary.json,logs/optical_flow/dense/agx-orin-30w-locked-energy-v4-full-r3/summary.json + logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/fireflownet-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,fireflownet,FireFlowNet,0.249227525,gather_scatter,Gather-scatter,14.496563514,3.106930460,0.287357333,logs/optical_flow/gather_scatter/agx-orin-30w-locked-energy-v4-full-r3/summary.json,logs/optical_flow/dense/agx-orin-30w-locked-energy-v4-full-r3/summary.json + logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/fireflownet-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,fireflownet,FireFlowNet,0.249227525,wiseconv,WISEConv,5.389874359,3.106930460,0.100712054,logs/optical_flow/wiseconv/agx-orin-30w-locked-energy-v4-full-r3/summary.json,logs/optical_flow/dense/agx-orin-30w-locked-energy-v4-full-r3/summary.json + logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/fireflownet-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,yolov8n,YOLOv8n,0.477779588,dense,Dense,24.669769258,11.783509923,0.478873236,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8n-full-r3/summary.json,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8n-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/yolov8n-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,yolov8n,YOLOv8n,0.477779588,tile_skip,Tile skipping,24.528634526,11.783509923,0.435425951,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8n-full-r3/summary.json,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8n-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/yolov8n-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,yolov8n,YOLOv8n,0.477779588,gather_scatter,Gather-scatter,40.270781237,11.783509923,0.699784658,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8n-full-r3/summary.json,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8n-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/yolov8n-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,yolov8n,YOLOv8n,0.477779588,wiseconv,WISEConv,16.738469005,11.783509923,0.316571349,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8n-full-r3/summary.json,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8n-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/yolov8n-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,yolov8m,YOLOv8m,0.493417637,dense,Dense,142.973476100,70.545174707,2.699789713,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8m-full-r3/summary.json,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8m-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/yolov8m-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,yolov8m,YOLOv8m,0.493417637,tile_skip,Tile skipping,142.874790279,70.545174707,2.329146809,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8m-full-r3/summary.json,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8m-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/yolov8m-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,yolov8m,YOLOv8m,0.493417637,gather_scatter,Gather-scatter,132.517731431,70.545174707,2.419852924,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8m-full-r3/summary.json,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8m-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/yolov8m-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,yolov8m,YOLOv8m,0.493417637,wiseconv,WISEConv,90.564837324,70.545174707,1.573002927,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8m-full-r3/summary.json,logs/yolov8_mot16/agx-orin-30w-locked-energy-v4-yolov8m-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/yolov8m-full-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,dynconv_pose,DynConv,0.155603885,dense,Dense,61.719844403,9.603847586,1.202852287,logs/dynconv_pose/agx-orin-30w-locked-energy-v4-full-s0125-r3/summary.json,logs/dynconv_pose/agx-orin-30w-locked-energy-v4-full-s0125-r3/summary.json + logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/dynconv-pose-full-s0125-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,dynconv_pose,DynConv,0.155603885,tile_skip,Tile skipping,36.639815384,9.603847586,0.665069979,logs/dynconv_pose/agx-orin-30w-locked-energy-v4-full-s0125-r3/summary.json,logs/dynconv_pose/agx-orin-30w-locked-energy-v4-full-s0125-r3/summary.json + logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/dynconv-pose-full-s0125-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,dynconv_pose,DynConv,0.155603885,gather_scatter,Gather-scatter,193.517093336,9.603847586,2.369893320,logs/dynconv_pose/agx-orin-30w-locked-energy-v4-full-s0125-r3/summary.json,logs/dynconv_pose/agx-orin-30w-locked-energy-v4-full-s0125-r3/summary.json + logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/dynconv-pose-full-s0125-r3-energy-v4.per_backend_energy.json
agx-orin,Jetson AGX Orin,measured,dynconv_pose,DynConv,0.155603885,wiseconv,WISEConv,22.494219708,9.603847586,0.476242227,logs/dynconv_pose/agx-orin-30w-locked-energy-v4-full-s0125-r3/summary.json,logs/dynconv_pose/agx-orin-30w-locked-energy-v4-full-s0125-r3/summary.json + logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/nx_state/agx-orin-30w-locked-energy-v4/dynconv-pose-full-s0125-r3-energy-v4.per_backend_energy.json
xavier-nx,Jetson Xavier NX,measured,fireflownet,FireFlowNet,0.249227525,dense,Dense,14.454403225,3.602398542,0.279288537,logs/optical_flow/dense/xavier-nx-20w-locked-full-r3/summary.json,logs/optical_flow/dense/xavier-nx-20w-locked-full-r3/summary.json + logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/fireflownet-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,fireflownet,FireFlowNet,0.249227525,tile_skip,Tile skipping,9.251429982,3.602398542,0.127114705,logs/optical_flow/tile_skip/xavier-nx-20w-locked-full-r3/summary.json,logs/optical_flow/dense/xavier-nx-20w-locked-full-r3/summary.json + logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/fireflownet-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,fireflownet,FireFlowNet,0.249227525,gather_scatter,Gather-scatter,26.514379747,3.602398542,0.326649101,logs/optical_flow/gather_scatter/xavier-nx-20w-locked-full-r3/summary.json,logs/optical_flow/dense/xavier-nx-20w-locked-full-r3/summary.json + logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/fireflownet-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,fireflownet,FireFlowNet,0.249227525,wiseconv,WISEConv,5.707657943,3.602398542,0.076507943,logs/optical_flow/wiseconv/xavier-nx-20w-locked-full-r3/summary.json,logs/optical_flow/dense/xavier-nx-20w-locked-full-r3/summary.json + logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/optical_flow/wiseconv/3080-v23-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/fireflownet-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,yolov8n,YOLOv8n,0.477779588,dense,Dense,24.144997819,11.552523892,0.485009955,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8n-full-r3/summary.json,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8n-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/yolov8n-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,yolov8n,YOLOv8n,0.477779588,tile_skip,Tile skipping,24.871395281,11.552523892,0.418099499,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8n-full-r3/summary.json,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8n-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/yolov8n-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,yolov8n,YOLOv8n,0.477779588,gather_scatter,Gather-scatter,70.991005689,11.552523892,0.852563302,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8n-full-r3/summary.json,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8n-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/yolov8n-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,yolov8n,YOLOv8n,0.477779588,wiseconv,WISEConv,18.804813111,11.552523892,0.346868515,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8n-full-r3/summary.json,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8n-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8n-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/yolov8n-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,yolov8m,YOLOv8m,0.493417637,dense,Dense,126.224661027,62.329117232,2.584909729,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8m-full-r3/summary.json,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8m-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/yolov8m-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,yolov8m,YOLOv8m,0.493417637,tile_skip,Tile skipping,133.682727528,62.329117232,2.269649459,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8m-full-r3/summary.json,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8m-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/yolov8m-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,yolov8m,YOLOv8m,0.493417637,gather_scatter,Gather-scatter,205.063089926,62.329117232,3.183819460,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8m-full-r3/summary.json,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8m-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/yolov8m-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,yolov8m,YOLOv8m,0.493417637,wiseconv,WISEConv,94.295178005,62.329117232,1.781960739,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8m-full-r3/summary.json,logs/yolov8_mot16/xavier-nx-20w-locked-yolov8m-full-r3/summary.json + logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/yolov8_mot16/3080-v23-yolov8m-full-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/yolov8m-full-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,dynconv_pose,DynConv,0.155603885,dense,Dense,58.198537517,9.055918553,1.083557378,logs/dynconv_pose/xavier-nx-20w-locked-full-s0125-r3/summary.json,logs/dynconv_pose/xavier-nx-20w-locked-full-s0125-r3/summary.json + logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/dynconv-pose-full-s0125-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,dynconv_pose,DynConv,0.155603885,tile_skip,Tile skipping,34.422600827,9.055918553,0.537127204,logs/dynconv_pose/xavier-nx-20w-locked-full-s0125-r3/summary.json,logs/dynconv_pose/xavier-nx-20w-locked-full-s0125-r3/summary.json + logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/dynconv-pose-full-s0125-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,dynconv_pose,DynConv,0.155603885,gather_scatter,Gather-scatter,395.734666196,9.055918553,2.827264897,logs/dynconv_pose/xavier-nx-20w-locked-full-s0125-r3/summary.json,logs/dynconv_pose/xavier-nx-20w-locked-full-s0125-r3/summary.json + logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/dynconv-pose-full-s0125-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
xavier-nx,Jetson Xavier NX,measured,dynconv_pose,DynConv,0.155603885,wiseconv,WISEConv,23.193445193,9.055918553,0.341166534,logs/dynconv_pose/xavier-nx-20w-locked-full-s0125-r3/summary.json,logs/dynconv_pose/xavier-nx-20w-locked-full-s0125-r3/summary.json + logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/dynconv_pose/3080-v23-full-s0125-r3-1800mhz/summary.json,logs/nx_state/xavier-nx-20w-locked/dynconv-pose-full-s0125-r3-energy-v3.per_backend_energy.json + CUDA-event latency JSONL
